Date Completed,Item Code,Item Name,Qty.,Serial Number,Asset Code,Ship From,Ship To,Justification
11 April 2017,CAB-70053,24 Core Fibre Optic Cable-Local,380, , ,UPS Warehouse,BOM_CANAAN PLAZA MARWA LEKKI,To power up Canaan plaza and its environs. 
11 April 2017,INS-80230,Face plate,1, , ,Ikeja Store,"Ayorinde, Olawale Flat A6, 3B Ruxton Road Ikoyi Lagos",Face plate used for splicing within the Customer premises.
11 April 2017,CAB-70150,OCJ-S2-03MASCA-S2,4, , ,Abuja Office/Store,ABUJA BRITISH COUNCIL,Items requested for internet connection
11 April 2017,CAB-70100,Hardened Drop Cables 90m,1, , ,Ikeja Store,"Oyetunde Fadele flat 3, Olagunsoye Oyinloa Estate Lagos","Drop cable used to restore service to customer location, face plate used for splicing within the premises"
11 April 2017,INS-80230,Face plate,1, , ,Ikeja Store,"Oyetunde Fadele flat 3, Olagunsoye Oyinloa Estate Lagos","Drop cable used to restore service to customer location, face plate used for splicing within the premises"
11 April 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,Ikeja Store,Synergetics Global Systems Limited  ,10m MST used to restore service to customer location
29 April 2017,INS-80230,Face plate,1, , ,Ikeja Store,Yomi Adeyemi Blk 12 Plot 5 Udi street Osborne estate ,Used in splicing to restore service to customer location.
11 April 2017,TOL-17049,ONT,1,CIGGB0905147, ,HQ Store, Vconnect Global Serv. 60 Marina Str Lagos Island. ,"Faulty modem replcaement for V connect, 60 Marina Lagos Island. "
12 April 2017,INS-80001,insulation tape,1, , ,Abuja Office/Store,ABUJA - SUNNYVALE ESTATE,Needed for maintenance
12 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,5, , ,Abuja Office/Store,ABUJA - ZUMA EXTENSION,Internet Connection
12 April 2017,INS-80230,Face plate,1, , ,Abuja Office/Store,ABUJA - ZUMA EXTENSION,Internet Connection
12 April 2017,TOL-1790,Patch Panel,1, , ,Abuja Office/Store,ABUJA - ZUMA EXTENSION,Internet Connection
12 April 2017,TOL-17112,OFDR-I-01-8U,1, , ,Abuja Office/Store,ABUJA - ZUMA EXTENSION,Mentainance
12 April 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Abuja Office/Store,"ABUJA - ELEZIEANYA OKECHUKWU,OLYMPIA ESTATE",Internet Connection
12 April 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,Union Bank (Station Rd) PHC,maintenancxe
12 April 2017,CAB-005113,5m SC-SC Singlemode patch cord,2, , ,Abuja Office/Store,ABUJA - GLO - KENAZ LDS LINK ,Maintenance
12 April 2017,TOL-17112,OFDR-I-01-8U,2, , ,HQ Store, Kedari Capital. 1 Ojora Street Victoria Island.,service restoration for kedari capital
12 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,6, , ,Abuja Office/Store,ABUJA - SUNNYVALE ESTATE,Maintenance
12 April 2017,INS-80230,Face plate,2, , ,Abuja Office/Store,ABUJA - SUNNYVALE ESTATE,Maintenance
12 April 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,Ikeja Store,"Oyetunde Fadele flat 3, Olagunsoye Oyinloa Estate Lagos",For maintenance on damaged MST serving Oyetunde Fadele FLAT 3 8 OLAGUNSOYE OYINLOLA STRTEET 2ND AVENUE ESTATE STREET 
12 April 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,Ikeja Store,"Ayorinde, Olawale Flat A6, 3B Ruxton Road Ikoyi Lagos","For maintenance for Ayorinde, Olawale Flat A6, 3B Ruxton Road Ikoyi CIGGC3715165"
13 April 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,450, , ,UPS Warehouse,"Braithwaite Goke  5 Lugard Street , Ikoyi, Lagos.","For maintenance on damaged MST tail due to ongoing construction. Braithwaite Goke (MST Fault)  5 Lugard Street , Ikoyi, Lagos CIGGC4504171"
29 April 2017,CAB-1717,MST-0JXX00-A0500UM,1, , ,Ikeja Store,Gbagada Phase 2,"For the replacement of burnt MSTs on Ayodeji Otegbola street, Gbagada 2"
18 April 2017,CAB-70095,Hardened Drop Cables 50m,1, , ,Abuja Office/Store,ABUJA - VIRTUSYNC LIMITED ,Needed for internet connection
18 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Abuja Office/Store,ABUJA - VIRTUSYNC LIMITED ,Needed for internet connection
18 April 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,1, , ,Abuja Office/Store,ABUJA - VIRTUSYNC LIMITED ,Needed for internet connection
13 April 2017,CAB-70165,FHD-XJ1A-0075M,1, , ,HQ Store," Temilola Fatai. No 12 Flat 2 &3  Omorinre Johnson,Lekki Phase1",(paul) service restoration for temilola fatai
13 April 2017,INS-80115,Tie wrap(small),1, , ,HQ Store," Temilola Fatai. No 12 Flat 2 &3  Omorinre Johnson,Lekki Phase1",(paul) service restoration for temilola fatai
13 April 2017,TOL-17112,OFDR-I-01-8U,2, , ,HQ Store," Temilola Fatai. No 12 Flat 2 &3  Omorinre Johnson,Lekki Phase1",(paul) service restoration for temilola fatai
18 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store, WASTE CARE SOLUTION AT NO 6 ASHABI COLE AGIDINGBI IKEJA,For installation
18 April 2017,INS-80115,Tie wrap(small),2, , ,HQ Store,"Fieldco   Amazing Grace Plaza, Ligali Ayorinde. VI",For maintenance
18 April 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Fieldco   Amazing Grace Plaza, Ligali Ayorinde. VI",For maintenance
19 April 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,650, , ,UPS Warehouse,"Alabi Richard House 1 26A Adeyemi Lawson Street,  Ikoyi",Maintenance on the MST tail that's serves  (four costumers) on Alabi Richard 26A Adeyemi Lawson road ikoyi 
20 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"Alabi Richard House 1 26A Adeyemi Lawson Street,  Ikoyi",Maintenance for a costumer at Alabi Richard 26A Adeyemi Lawson road ikoyi and four other Customers 
20 April 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,"Alabi Richard House 1 26A Adeyemi Lawson Street,  Ikoyi",Maintenance for a costumer at Alabi Richard 26A Adeyemi Lawson road ikoyi and four other Customers 
19 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"Sterling Bank 1 BISHOP CLOSE, OGIJO, ",Maintenance at Sterling Bank Ogijo
29 April 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1500, , ,UPS Warehouse,Ajose Adogun-AJ Marinho  VI.,"1.5km of cable raised for service restoration to Laila Towers at AJ Marinho, VI"
20 April 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,IPNX_CLOSURE No.6 Liverpool Road Apapa,Maintenance at ipNX_Aggn_Closure at No.6 Liverpool Road Apapa
20 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Abuja Office/Store,ABUJA - INCOMTEL NIG LTD,Needed for maintenance exercise
20 April 2017,INS-80230,Face plate,1, , ,Abuja Office/Store,ABUJA - INCOMTEL NIG LTD,Needed for maintenance exercise
21 April 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Abuja Office/Store,ABUJA - INCOMTEL NIG LTD,Needed for maintenance exercise
21 April 2017,INS-80001,insulation tape,1, , ,Abuja Office/Store,ABUJA - INCOMTEL NIG LTD,Needed for maintenance exercise
25 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",Activation of new customer
25 April 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",Activation of new customer
25 April 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",Activation of new customer
25 April 2017,TOL-17228,Hardened Drop cable 75m,1, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",Activation of new customer
25 April 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",Activation of new customer
21 April 2017,INS-80001,insulation tape,1, , ,Abuja Office/Store,"SUNNYVALE ESTATE,AB 29 ECOWAS STREET",Maintenance of MST93 and drop cable cut at game village.
21 April 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,320, , ,HQ Store,"Maison Fahrenheit  @80, Ademola Adetokumbo Street, VI.  ",To extend 320m 4-core fiber cable from this location to the nearest MST.
21 April 2017,CAB-070155,12 core fiber optic cable-Foreign,196, , ,Ikeja Store,FELIX UCHE EZA AMAMA  No.3 Oroke Drive Ikoyi,Maintenance for an MST fault affecting Mr Felix Uche Ezeamama at No.3 Oroke Drive Ikoyi
22 April 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,UPDC ESTATE LEKKI.,To be used for service restoration at UPDC Estate 
24 April 2017,CAB-70120,OCJ-S2-10MASCA-S2,2, , ,Ikeja Store,DC 1,For maintenance in DC1
25 April 2017,CAB-005113,5m SC-SC Singlemode patch cord,1, , ,HQ Store,FASYL - 2E - 4E Ligali Ayorinde Street Victoria Island.,Kelly - Restoration of service at FASYL- 2E- 4E  Ligali Ayorinde street VI
24 April 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,HQ Store,Ikate roundabout Lekki lagos," For service restoration to all customers on HQ OLT2 SLT2 PORT1,2,3,4,5 & 6"
26 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Abuja Office/Store,ABUJA - INCOMTEL NIG LTD,Needed for maintenance 
25 April 2017,CAB-70150,OCJ-S2-03MASCA-S2,1, , ,Ikeja Store,Ikeja GRA,To power up Archbishop vining mst ikeja
25 April 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,Ikeja GRA,To power up Archbishop vining mst ikeja
24 April 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,Olanrewaju Makinde 34b Remi Fani Kayode,to restore service to customers MST
25 April 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,"BDHC Windermere -Anthony Olubunmi 6 Kofo Abayomi Road, V.I",Items are raised on behalf of Kelly Emmanuel for service restoration at BDHC Windermere -6 kofo Abayomi Road V.I
25 April 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"BDHC Windermere -Anthony Olubunmi 6 Kofo Abayomi Road, V.I",Items are raised on behalf of Kelly Emmanuel for service restoration at BDHC Windermere -6 kofo Abayomi Road V.I
25 April 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,FASYL - 2E - 4E Ligali Ayorinde Street Victoria Island.,"Items are raised on behalf of Kelly Emmanuel for service restoration at FASYL, 2E-4E Ligali Ayorinde Street VI"
26 April 2017,TOL-17112,OFDR-I-01-8U,2, , ,Ikeja Store,"COLEMAN, ROBERT","for maintenance on the faulty MST tail serving COLEMAN, ROBERT Apartment A5 28 Gerrard Road, Ikoyi, Rahmar Gardens CIGGC3915080 08070490466 "
26 April 2017,CAB-70130,OCJ-S2-02MASCA-S2,3, , ,Ikeja Store,Ikeja GRA,To be used for maintenance and testing.
26 April 2017,INS-005101,Fibre Heat Shrink,1, , ,HQ Store," Marcowen, Sarmiento  35 Adeola Odeku Street Lagos, LA",To be used for maintenance for (liala towers)
27 April 2017,CAB-70118,OCJ-S2-01MASCA-S2,1, , ,HQ Store,"Ladipo Oluwole Aggregation closure, Apapa GRA",To resolve outage affecting Apapa customers.
28 April 2017,CAB-070155,12 core fiber optic cable-Foreign,650, , ,UPS Warehouse,Yomi Adeyemi Blk 12 Plot 5 Udi street Osborne estate ,Maintenance for a costumer at Yomi Adeyemi block 12 plot 5 Udi Street Osbourne foreshore estate ikoyi 
27 April 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,"Ladipo Oluwole Aggregation closure, Apapa GRA",To resolve outage affecting Apapa customers.
27 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"Ladipo Oluwole Aggregation closure, Apapa GRA",To resolve outage affecting Apapa customers.
28 April 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,Yomi Adeyemi Blk 12 Plot 5 Udi street Osborne estate ,Maintenance for a Costumer at Yomi Adeyemi block 12 plot 5 Udi Street Osbourne foreshore estate 
26 April 2017,INS-80230,Face plate,4, , ,Ikeja Store,GTBANK  NO 1 WATERCORERATION   ONIRU,fibre installation at Gtbank oniru
26 April 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,600, , ,UPS Warehouse,GTBANK  NO 1 WATERCORERATION   ONIRU,installation at gtbank oniru
26 April 2017,CAB-070155,12 core fiber optic cable-Foreign,40, , ,HQ Store,Adekola  Nurudeen. 298A Akin Olugbade Street Victoria Island.,To power MST that serves this customer
26 April 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,Adekola  Nurudeen. 298A Akin Olugbade Street Victoria Island.,To power MST that serves this customer
26 April 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,Amadeus/Yone Travels.PLOT 285 AKINOLUGBADE STREET VI.,For maintenance at location in caption
27 April 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,2, , ,Ikeja Store,IKEJA GRA BST,This will be used in the AAA test 
27 April 2017,TOL-171074,FHD-ACC-CLAMP910,5, , ,Ikeja Store,G-Mayor Link Resources LTD ,To restore service to the customer.
27 April 2017,TOL-171092,FHD-XJ1A-0150M,1, , ,Ikeja Store,G-Mayor Link Resources LTD ,To restore service to the customer.
27 April 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,G-Mayor Link Resources LTD ,to restore service to the customer.
27 April 2017,CAB-70086,48 Core Fibre cable Local,120, , ,Ikeja Store,ipNX_Awolowo/Raymond_Njok,For fiber link maintenance affecting our backbone cable at Awolowo/Raymond Njoku Junction Ikoyi
27 April 2017,INS-005101,Fibre Heat Shrink,2, , ,Ikeja Store,ipNX_Awolowo/Raymond_Njok,For fiber link maintenance affecting our backbone cable at Awolowo/Raymond Njoku Junction Ikoyi
27 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,ipNX_Awolowo/Raymond_Njok,For fiber link maintenance affecting our backbone cable at Awolowo/Raymond Njoku Junction Ikoyi
27 April 2017,TOL-13001, 11m Foreign Treated Wooden Poles,2, , ,Ikeja Store,ipNX_Awolowo/Raymond_Njok,For fiber link maintenance affecting our backbone cable at Awolowo/Raymond Njoku Junction Ikoyi
29 April 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,UPS Warehouse,ipNX_Awolowo/Raymond_Njok,Fiber maintenance at ipnx_Awolowo Road/Raymond Njoku Ikoyi
27 April 2017,CAB-70087,24 core Aerial Fibre Cable (G.652D),100, , ,HQ Store,ipNX_Awolowo/Raymond_Njok,For maintenance at ipNX_Awolowo Road/Raymond Njoku junction Ikoyi
28 April 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Maison Fahrenheit  @80, Ademola Adetokumbo Street, VI.  ",To splice a two points for Maison Fahrenheit link.
28 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,FCMB  148A OLOJA DRIVE,To be use for fault resolution 
28 April 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store, Access Bank Ojodu  101 Isheri road Ojodu berger Lagos,To be used at the customer location. Maintenance.
28 April 2017,CAB-070155,12 core fiber optic cable-Foreign,200, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,200m cable replacement at Dolphin Telecoms Amodu Ojikutu street VI
28 April 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,Dolphin Telecom Saka Tinubu VI.,200m cable replacement at Dolphin Telecoms Amodu Ojikutu street VI
28 April 2017,CAB-70097,Hardened Drop Cables 130m,2, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",New Activation
28 April 2017,INS-80230,Face plate,2, , ,Port Harcourt Store,"Mr Abia - Bassey House 24 Tag, Road 214 FHA Port Harcourt.",New Activation
28 April 2017,CAB-70094,Hardened Drop Cables 70m,1, , ,Port Harcourt Store,Graham duglas Joane Road 213 house 24 tag FHA PHC,Maintenance carried on fibre cable eaten up by rodent
28 April 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,Graham duglas Joane Road 213 house 24 tag FHA PHC,Maintenance carried on fibre cable eaten up by rodent
28 April 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,Martin Ogakwu Road 213 house 24 tag FHA PHC,Maintenance carried out on connecting mst 
29 April 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse," David’s Christian. Elegushi Beach Road, Lekki.  ","Backbone Extension Project at -David's Christian Centre Elegushi Beach Road, Lekki"
28 April 2017,CAB-70151,OCJ-S2-05MASCA-S2,1, , ,Ikeja Store,"Linetrale Group 13A  A.J Marinho Drive, VI.",for link maintenance 
28 April 2017,CAB-005110,5m LC-SC Singlemode patch cord,1, , ,HQ Store,MEDALLION BST,Raised on behalf of  Mr Tubosun for restoration of service at medallion bst  for Dolphin telecoms
28 April 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,2, , ,HQ Store,MEDALLION BST,Raised on behalf of  Mr Tubosun for restoration of service at medallion bst  for Dolphin telecoms
28 April 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,Midland Obigbon ULTRA MODERN MARKET PHC,New Job
02 May 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Linetrale Group 13A  A.J Marinho Drive, VI.",for link restoration at the stated location
02 May 2017,CAB-070155,12 core fiber optic cable-Foreign,70, , ,Ikeja Store,Tecno Telecoms,To restore service to customers MST
02 May 2017,TOL-17112,OFDR-I-01-8U,2, , ,Ikeja Store,Tecno Telecoms,To restore service to customers MST
03 May 2017,CAB-70118,OCJ-S2-01MASCA-S2,2, , ,Ikeja Store,Ikeja GRA,For maintenance purpose.
05 May 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1600, , ,UPS Warehouse,ipNX_Osbourne_Foreshore_Estate_Ikoyi,being used maintenance for fiber cut on the backbone cable affecting the entire osbourne foreshore estate okoyi
03 May 2017,INS-80131,Tie wraps(Big),3, , ,Ikeja Store,ipNX_Osbourne_Foreshore_Estate_Ikoyi,being used for maintenance of the fiber cut affecting the entire osbourne foreshore estate ikoyi
03 May 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,UPS Warehouse,ipNX_Osbourne_Foreshore_Estate_Ikoyi,being used for maintenance for fiber cut affecting the entire osbourne foreshore estste ikoyi
03 May 2017,INS-80001,insulation tape,1, , ,Ikeja Store,OBA-AKRAN BST,for installation for forever living product ikeja
03 May 2017,INS-80001,insulation tape,1, , ,Ikeja Store,Diamond Bank ,Installation and commissioning of ceragon p2p at Diamond data centre Ikeja GRA
03 May 2017,INS-80131,Tie wraps(Big),2, , ,Ikeja Store,Diamond Bank ,Installation and commissioning of ceragon p2p at Diamond data centre Ikeja GRA
03 May 2017,INS-005101,Fibre Heat Shrink,4, , ,Ikeja Store,ipNX_Osbourne_Foreshore_Estate_Ikoyi,being used for maintenance for fiber cut affecting the entire osbourne foreshore estate ikoyi.
04 May 2017,CAB-070155,12 core fiber optic cable-Foreign,470, , ,Ikeja Store,"Nelson Thorpe 1, Isaac John Street",To restore service to the customers MST. 
04 May 2017,INS-80230,Face plate,1, , ,HQ Store,"Odufuwa , Bamise  B4 Labake Cloisers 15 Navity Close Parkview","being used for maintenance at Odufuwa , Bamise  Unit B4 Labake Cloisers 15 Navity Close Off Michelle Okota Parkview CIGGC3914781 "
04 May 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,HQ Store,"Odufuwa , Bamise  B4 Labake Cloisers 15 Navity Close Parkview","being used for maintenance at Odufuwa , Bamise  Unit B4 Labake Cloisers 15 Navity Close Off Michelle Okota Parkview CIGGC3914781 "
